eta,V_s,T_top,T_bot,phi,alpha,alpha_e,V_w,V_a,L,D,M_air,Cl,Cd,Cm,iter,a_v
0.3,37,0.39165,0.38866,1.6301,1.6301,1.2524,11.16,48.156,8.4702,0.72417,0.00072911,0.13774,0.011776,0.00013628,80,7.2465
0.35,37,0.42183,0.4184,1.5692,1.5692,1.1607,13.026,50.022,8.4702,0.77954,0.00083629,0.12766,0.011748,0.00014487,7,7.819
0.4,37,0.4527,0.44884,1.5127,1.5127,1.0785,14.893,51.89,8.4703,0.83707,0.00094302,0.11863,0.011724,0.00015181,7,8.4138
0.45,37,0.48431,0.48005,1.46,1.46,1.0048,16.763,53.76,8.4703,0.89678,0.0010406,0.11052,0.011701,0.00015607,7,9.0311
0.5,37,0.51671,0.5121,1.4108,1.4108,0.93824,18.635,55.631,8.4703,0.95867,0.0011241,0.10321,0.011681,0.00015744,7,9.6709
0.55,37,0.54994,0.54505,1.3647,1.3647,0.87806,20.509,57.505,8.4704,1.0228,0.0011947,0.096595,0.011663,0.0001566,83,10.333
0.6,37,0.58407,0.57893,1.3216,1.3216,0.82343,22.385,59.381,8.4704,1.0891,0.0012548,0.090589,0.011647,0.00015425,81,11.019
0.65,37,0.61913,0.61378,1.281,1.281,0.77369,24.263,61.259,8.4705,1.1576,0.0013061,0.08512,0.011633,0.00015086,81,11.727
0.7,37,0.65516,0.64962,1.2429,1.2429,0.72828,26.143,63.14,8.4705,1.2285,0.0013502,0.080126,0.01162,0.0001468,78,12.457
0.75,37,0.69219,0.6865,1.2068,1.2068,0.6867,28.026,65.023,8.4706,1.3015,0.0013882,0.075553,0.011609,0.00014232,83,13.211
0.8,37,0.73024,0.72441,1.1728,1.1728,0.64853,29.911,66.908,8.4706,1.3769,0.0014211,0.071355,0.011599,0.0001376,81,13.989
0.85,37,0.76934,0.7634,1.1406,1.1406,0.61342,31.799,68.796,8.4707,1.4546,0.0014497,0.067493,0.01159,0.00013277,82,14.789
0.9,37,0.80951,0.80346,1.1101,1.1101,0.58104,33.69,70.686,8.4707,1.5345,0.0014747,0.063932,0.011582,0.00012793,80,15.613
0.95,37,0.85076,0.84463,1.0811,1.0811,0.55112,35.583,72.58,8.4708,1.6168,0.0014966,0.06064,0.011574,0.00012315,80,16.461
1,37,0.89312,0.88691,1.0536,1.0536,0.52341,37.479,74.476,8.4708,1.7014,0.0015158,0.057592,0.011568,0.00011846,81,17.332
0,38,-0.53283,1.0009,1.9562,2.0682,2.0682,0,38,8.7124,0.46027,0.0012475,0.22753,0.01202,0.00037449,83,4.3867
0.05,38,-1.8328,2.3916,2.2215,1.6909,1.6102,1.9066,39.906,7.4772,0.50184,0.00049833,0.17706,0.011884,0.00013564,82,5.637
0.1,38,0.28948,0.28709,1.8283,1.8283,1.6616,3.8134,41.812,8.4707,0.55163,0.00058454,0.18272,0.011899,0.00014493,84,5.4625
0.15,38,0.3187,0.31641,1.7485,1.7485,1.5197,5.7228,43.72,8.4706,0.60099,0.00055861,0.16711,0.011857,0.00012667,80,5.9728
0.2,38,0.3484,0.34591,1.6752,1.6752,1.395,7.6338,45.631,8.4705,0.65259,0.00060666,0.15341,0.011819,0.00012629,80,6.5063
0.25,38,0.37865,0.3758,1.6078,1.6078,1.285,9.5465,47.544,8.4704,0.70645,0.0006958,0.14131,0.011786,0.00013343,83,7.0632
0.3,38,0.40954,0.40625,1.5454,1.5454,1.1873,11.461,49.458,8.4704,0.76257,0.00080344,0.13059,0.011756,0.00014237,80,7.6435
0.35,38,0.44113,0.43738,1.4877,1.4877,1.1003,13.377,51.374,8.4704,0.82097,0.00091415,0.12103,0.01173,0.00015013,7,8.2473
0.4,38,0.47347,0.4693,1.434,1.434,1.0225,15.296,53.292,8.4704,0.88166,0.0010174,0.11247,0.011707,0.00015528,6,8.8747
0.45,38,0.50662,0.50208,1.3841,1.3841,0.95255,17.216,55.212,8.4705,0.94463,0.0011066,0.10478,0.011686,0.00015735,7,9.5257
0.5,38,0.54063,0.53578,1.3375,1.3375,0.8895,19.138,57.135,8.4705,1.0099,0.0011817,0.097853,0.011667,0.00015691,6,10.2
0.55,38,0.57556,0.57045,1.2938,1.2938,0.83245,21.062,59.059,8.4705,1.0775,0.0012451,0.091581,0.01165,0.00015474,82,10.899
0.6,38,0.61145,0.60613,1.2529,1.2529,0.78066,22.989,60.986,8.4706,1.1475,0.0012991,0.085887,0.011635,0.0001514,81,11.622
0.65,38,0.64836,0.64285,1.2145,1.2145,0.73351,24.918,62.914,8.4706,1.2198,0.0013452,0.080702,0.011622,0.00014731,82,12.369
0.7,38,0.6863,0.68063,1.1783,1.1783,0.69046,26.849,64.846,8.4707,1.2946,0.0013848,0.075967,0.01161,0.00014275,78,13.139
0.75,38,0.72532,0.7195,1.1442,1.1442,0.65105,28.782,66.779,8.4707,1.3717,0.001419,0.071632,0.011599,0.00013793,82,13.935
0.8,38,0.76542,0.75949,1.1119,1.1119,0.61487,30.719,68.715,8.4708,1.4512,0.0014486,0.067652,0.01159,0.00013298,82,14.754
0.85,38,0.80665,0.8006,1.0814,1.0814,0.58158,32.657,70.654,8.4708,1.5331,0.0014743,0.063991,0.011582,0.00012801,83,15.599
0.9,38,0.84901,0.84287,1.0525,1.0525,0.55088,34.599,72.596,8.4709,1.6175,0.0014968,0.060614,0.011574,0.00012311,81,16.468
0.95,38,0.89252,0.88631,1.025,1.025,0.52251,36.543,74.54,8.4709,1.7043,0.0015164,0.057493,0.011567,0.0001183,80,17.361
1,38,0.93721,0.93092,0.99889,0.99889,0.49624,38.49,76.487,8.471,1.7936,0.0015337,0.054603,0.011562,0.00011364,83,18.28
0,39,-1.4178,1.9337,2.1449,2.2456,2.2456,0,39,9.9673,0.48699,0.0020325,0.24712,0.012074,0.00057922,85,4.0389
0.05,39,-0.039731,0.58601,1.7962,1.8421,1.7541,1.9561,40.955,8.5801,0.53049,0.00066097,0.1929,0.011927,0.00017081,85,5.1742
0.1,39,0.30289,0.30061,1.7358,1.7358,1.5775,3.9139,42.912,8.4708,0.57982,0.00055821,0.17347,0.011874,0.00013139,81,5.7538
0.15,39,0.33329,0.33091,1.66,1.66,1.4427,5.8734,44.871,8.4707,0.63181,0.00058108,0.15865,0.011833,0.0001251,81,6.2913
0.2,39,0.36423,0.36153,1.5904,1.5904,1.3244,7.8347,46.832,8.4706,0.68616,0.00065946,0.14564,0.011798,0.00013033,81,6.8532
0.25,39,0.3958,0.39266,1.5263,1.5263,1.2199,9.7977,48.795,8.4706,0.74289,0.00076516,0.13416,0.011766,0.0001393,82,7.4398
0.3,39,0.42806,0.42446,1.4671,1.4671,1.1272,11.763,50.76,8.4705,0.80201,0.00087904,0.12398,0.011738,0.00014788,80,8.051
0.35,39,0.4611,0.45705,1.4123,1.4123,1.0446,13.729,52.726,8.4706,0.86352,0.0009882,0.1149,0.011713,0.00015408,7,8.687
0.4,39,0.49495,0.4905,1.3614,1.3614,0.9707,15.698,54.695,8.4706,0.92744,0.0010841,0.10678,0.011691,0.00015708,6,9.3478
0.45,39,0.52968,0.52491,1.314,1.314,0.90432,17.669,56.665,8.4706,0.99377,0.0011645,0.099482,0.011671,0.0001572,6,10.033
0.5,39,0.56536,0.56031,1.2697,1.2697,0.84446,19.641,58.638,8.4706,1.0626,0.0012321,0.092902,0.011654,0.00015533,6,10.744
0.55,39,0.60204,0.59676,1.2283,1.2283,0.79031,21.616,60.613,8.4707,1.1338,0.0012893,0.086947,0.011638,0.00015212,7,11.48
0.6,39,0.63977,0.63428,1.1895,1.1895,0.74115,23.593,62.59,8.4707,1.2075,0.001338,0.081541,0.011624,0.00014804,82,12.241
0.65,39,0.67857,0.67291,1.153,1.153,0.69639,25.573,64.569,8.4708,1.2837,0.0013795,0.076619,0.011612,0.00014343,84,13.028
0.7,39,0.71848,0.71268,1.1187,1.1187,0.65552,27.554,66.551,8.4708,1.3625,0.0014152,0.072124,0.011601,0.0001385,78,13.84
0.75,39,0.75954,0.75361,1.0862,1.0862,0.6181,29.539,68.536,8.4709,1.4437,0.001446,0.068008,0.011591,0.00013344,82,14.677
0.8,39,0.80176,0.79573,1.0556,1.0556,0.58375,31.526,70.523,8.4709,1.5275,0.0014727,0.06423,0.011582,0.00012835,83,15.541
0.85,39,0.84517,0.83904,1.0266,1.0266,0.55215,33.515,72.512,8.4709,1.6138,0.0014959,0.060754,0.011574,0.00012332,83,16.43
0.9,39,0.88978,0.88357,0.99918,0.99918,0.52301,35.508,74.505,8.471,1.7027,0.0015161,0.057548,0.011568,0.00011839,83,17.345
0.95,39,0.93562,0.92933,0.97311,0.97311,0.49608,37.503,76.5,8.471,1.7942,0.0015338,0.054585,0.011561,0.00011361,83,18.286
1,39,0.98269,0.97634,0.94834,0.94834,0.47114,39.501,78.499,8.4711,1.8883,0.0015494,0.051842,0.011556,0.00010899,81,19.254
0,40,1.0445,-0.54576,1.8722,1.7565,1.7565,0,40,8.1956,0.50607,0.00063358,0.19317,0.011928,0.00017165,84,5.1671
0.05,40,-0.084142,0.65665,1.7024,1.7566,1.6727,2.0063,42.005,8.6068,0.55691,0.00060002,0.18395,0.011903,0.0001474,81,5.426
0.1,40,0.31678,0.31447,1.6501,1.6501,1.4996,4.0143,44.013,8.4709,0.60874,0.00056215,0.16491,0.011851,0.00012579,83,6.0527
0.15,40,0.34838,0.34583,1.578,1.578,1.3714,6.0241,46.022,8.4708,0.66342,0.00062241,0.15082,0.011812,0.00012738,80,6.618
0.2,40,0.3806,0.37764,1.5118,1.5118,1.2589,8.0356,48.033,8.4707,0.7206,0.00072228,0.13845,0.011778,0.0001357,80,7.2092
0.25,40,0.41351,0.41008,1.4509,1.4509,1.1596,10.049,50.046,8.4707,0.78027,0.00083767,0.12754,0.011748,0.00014497,83,7.8262
0.3,40,0.44719,0.44329,1.3946,1.3946,1.0715,12.064,52.061,8.4707,0.84246,0.00095244,0.11786,0.011722,0.00015232,80,8.4691
0.35,40,0.48171,0.47738,1.3425,1.3425,0.99299,14.081,54.078,8.4707,0.90717,0.0010558,0.10923,0.011698,0.00015649,82,9.1381
0.4,40,0.51712,0.51244,1.2941,1.2941,0.92275,16.1,56.097,8.4707,0.97441,0.0011428,0.10151,0.011677,0.00015741,6,9.8332
0.45,40,0.5535,0.54852,1.2491,1.2491,0.85965,18.121,58.118,8.4707,1.0442,0.0012154,0.094572,0.011658,0.00015597,6,10.554
0.5,40,0.5909,0.58567,1.207,1.207,0.80276,20.144,60.141,8.4708,1.1166,0.0012765,0.088317,0.011641,0.00015298,5,11.302
0.55,40,0.62939,0.62394,1.1677,1.1677,0.75129,22.17,62.167,8.4708,1.1915,0.0013282,0.082656,0.011627,0.00014897,6,12.076
0.6,40,0.66899,0.66337,1.1308,1.1308,0.70456,24.197,64.194,8.4708,1.2691,0.0013722,0.077517,0.011614,0.00014433,81,12.877
0.65,40,0.70975,0.70397,1.0961,1.0961,0.66201,26.227,66.225,8.4709,1.3493,0.0014097,0.072838,0.011602,0.00013933,84,13.704
0.7,40,0.75169,0.74578,1.0634,1.0634,0.62316,28.26,68.257,8.4709,1.4322,0.001442,0.068565,0.011592,0.00013416,78,14.558
0.75,40,0.79485,0.78882,1.0326,1.0326,0.58759,30.295,70.292,8.471,1.5177,0.0014698,0.064652,0.011583,0.00012894,79,15.439
0.8,40,0.83924,0.83312,1.0035,1.0035,0.55494,32.333,72.33,8.471,1.6058,0.0014939,0.061061,0.011575,0.00012377,81,16.347
0.85,40,0.88489,0.87868,0.97597,0.97597,0.5249,34.373,74.371,8.471,1.6967,0.0015148,0.057756,0.011568,0.00011872,83,17.282
0.9,40,0.93181,0.92553,0.94986,0.94986,0.4972,36.417,76.414,8.4711,1.7902,0.0015331,0.054709,0.011562,0.00011381,81,18.245
0.95,40,0.98003,0.97368,0.92508,0.92508,0.4716,38.463,78.461,8.4711,1.8865,0.0015492,0.051892,0.011556,0.00010908,81,19.235
1,40,1.0296,1.0232,0.90152,0.90152,0.44789,40.513,80.51,8.4712,1.9854,0.0015632,0.049284,0.011551,0.00010454,81,20.253
